V160001,dislikeReps,demhatesreps,rephatesdems
404961,They are very stubborn and unwilling to work with other part,1,0
404965,Not pro choice,1,0
404977,favors the rich,1,0
404979,Obstructive,1,0
404980,lying about simple arithmatic in proposed budgets,1,0
404985,look out for the wealthy,1,0
404986,They favor the richer and upper class,1,0
404991,,1,0
404994,,1,0
405021,Controlled by big money. Citizens United,1,0
405022,,1,0
405023,"no climate chng, hawkish, guns, pro big business, education,",1,0
405026,,1,0
405034,,1,0
405046,They seem to be out for self & not about helping the people,1,0
405052,"I don't feel they care about all Americans, only the wealthy",1,0
405062,,1,0
405064,,1,0
405072,"Polarized, immigration, health care.",1,0
405079,"SAME AS DEMOCRATS,  NO 2 PARTY SYSTEM",1,0
405080,"Most policies, disingenuous, appeal to racists.",1,0
405086,Their pro corporate mentality,1,0
405087,"views on treatment of enemies, pro life stance, gun control",1,0
405089,social issues,1,0
405090,pro-life and anti lgbt,1,0
405104,,1,0
405109,,1,0
405119,Religious right,1,0
405128,They don't care about the poor and middle class,1,0
405139,Trump is a characature of who they are.,1,0
405145,,1,0
405146,,1,0
405147,Short-sighted and willfully ignorant sometimes.,1,0
405148,individualism over community,1,0
405157,"ultra-conservative, uncompromising",1,0
405158,,1,0
405172,every thing,1,0
405174,Big Money Party,1,0
405185,Overzealous about guns & god. And constitutionally ignorant,1,0
405187,When there is office jobs are lost,1,0
405188,,1,0
405190,,1,0
405204,seem too disconnected from peoples needs,1,0
405206,way out of touch,1,0
405207,too consersative,1,0
405210,"lack of cohesion and vision, endorsment of Trump",1,0
405215,,1,0
405227,,1,0
405231,Socially backwards,1,0
405242,too conservative on womens health care,1,0
405243,failure to do anything but make Obama look bad,1,0
405245,"Extreme Partisanship, blocking Supreme Court nominee",1,0
405248,Donald Trump,1,0
405254,They would like to make the middle  class pay a higher taxes,1,0
405256,,1,0
405260,Healthcare,1,0
405277,,1,0
405278,They are heartless,1,0
405286,won't work across the aisle,1,0
405292,"questionable rationale for policy, hypocrisy",1,0
405293,They push their beliefs on others and judge others.,1,0
405295,xenophobia,1,0
405299,"ALWAYS ABOUT POWER, MONEY, DECEPTION",1,0
405301,ANTI EVERYTHING. NO RESPECT FOR PEOPLE,1,0
405313,ther fo the rich gettng richer,1,0
405314,They can't get along and aren't loyal to one another.,1,0
405319,it seems they only want to protect the wealthy,1,0
405341,Exclusive/raciest,1,0
405349,ANTI A WOMANS RIGHT TO CHOOSE & THE FAR RIGHT,1,0
405350,Republican Party tends to be against minorities,1,0
405355,,1,0
405356,"extreme religious right, pro life, anti women, tea party",1,0
405360,"Lying, misogynistic, hierarchical, self-serving warmongers",1,0
405361,Mostly unable to relate to the average American,1,0
405370,,1,0
405383,They did not support Obama in some decisions he made.,1,0
405385,,1,0
405392,Divisive,1,0
405395,Taxes,1,0
405400,Everything.,1,0
405413,,1,0
405414,too much for the rich,1,0
405420,very conservative social policies,1,0
405427,anti-abortion,1,0
405428,Greedy corporatists; prejudice; wars; lack of insight,1,0
405435,"Racism, close-minded, lazy, obstructionists, hypocrites",1,0
405439,Hypocrisy & hostility toward the less privelged.,1,0
405450,They are not bipartisan,1,0
405457,,1,0
405462,"failed economic policies, use of race to divide electorate",1,0
405464,,1,0
405467,greed,1,0
405468,,1,0
405472,Give back social security you stole. Dont cut middle,1,0
405475,Obamas butt kissers,1,0
405478,,1,0
405485,foreign trade,1,0
405495,Lack of interest in public health care and services for the,1,0
405501,,1,0
405510,,1,0
405513,Donald Trump,1,0
405533,stance on abortion and gay rights,1,0
405534,Can't figure out who's on first...,1,0
405536,"fiscal policy, social policy, womens health",1,0
405538,A history or racism and exclusion.,1,0
405542,lack of support for any kind of gun control,1,0
405562,,1,0
405565,Their views on immigration and global warming,1,0
405583,they tend to be for the rich and can't compromise,1,0
405593,racism,1,0
405599,"Racist agenda, Corporate and NRA Stooges",1,0
405603,,1,0
405612,their policy of fractious partisan policies at expens of USA,1,0
405619,donald trump,1,0
405633,"feelings toward immigration, abortion, gay marriage",1,0
405634,"Not inclusive, caters wealthy",1,0
405635,,1,0
405637,"loud, ignorant voices",1,0
405638,"bigotry, obstruction of the president's programs",1,0
405639,politicians,1,0
405648,when they are not fiscally responsible,1,0
405649,,1,0
405660,Another party that favors thd wealthy,1,0
405662,Their stand on women's rights & health insurance.,1,0
405672,"value guns more than human rights,  protect rich over childr",1,0
405673,"lickspittle for corporations, oppose common folks",1,0
405677,I feel like Trump is a reflection of retoric they've pushed,1,0
405678,"greed, deceit, religion in politics",1,0
405684,More unity between the parties for the people,1,0
405685,"obstructionism, using religion, against education, racist",1,0
405689,,1,0
405699,"Christian conservatives, abuse/misuse of 2nd amdmt, homophob",1,0
405707,Economic and social right,1,0
405711,,1,0
405712,"Racist, regressive idiotic policies and representatives.",1,0
405730,,1,0
405735,"Total disregard for the country, influence of big money",1,0
405751,They only care about the party and the rich.,1,0
405752,"Immigration, gun laws, clean energy, gay rights.",1,0
405757,That they refuse to do their job when they don't get what,1,0
405759,,1,0
405782,,1,0
405786,PARTY OF THE RITCH,1,0
405789,Small government,1,0
405790,to much for big business,1,0
405794,,1,0
405795,Not Inclusive,1,0
405805,Lack of support for minority groups,1,0
405816,,1,0
405823,Hippocrits,1,0
405826,too exclusive and not interested in diversity,1,0
405827,PARTIES DONT GET ALONG,1,0
405843,discrimination against minorities,1,0
405849,,1,0
405850,,1,0
405863,lack of unity and pandering to evangelical right.,1,0
405865,,1,0
405877,Denial and inability to compromise,1,0
405882,NRA. Guns. Evangelicals,1,0
405885,"Their policies on civil liberties, foreign policy and health",1,0
405888,Allways trying to cut spending on programs that help people,1,0
405897,Trump,1,0
405909,,1,0
405911,EVERYTHING,1,0
405918,The inability to have a backbone and actually represent the,1,0
405925,everything the selfish rich represent,1,0
405939,,1,0
405955,"Affiliation to Tea Party, poor candidates, Party Divide etc.",1,0
405958,Overbearing and out of touch,1,0
405959,I just go for the Democrat Party..,1,0
405965,Obstructionism is not governance.,1,0
405969,,1,0
405970,,1,0
405973,"Its value, such as fighting abortion and gun control",1,0
405984,Donald Trump,1,0
405985,personal freedom,1,0
405990,rich get richer,1,0
405998,Closed minded,1,0
406001,,1,0
406004,greedy rich corporations wealthy rich,1,0
406005,EVERYTHING INCLUDING MAKING TRUMP THEIR CANDIDATE,1,0
406013,anti Obama push for the last 8 years,1,0
406016,,1,0
406022,"abortion, religious",1,0
406030,"hold up voting, favor wealthy, prejudiced to minorities poor",1,0
406032,too tea party,1,0
406035,,1,0
406043,Playing Games,1,0
406044,"Ruled by religious zealots, war-mongers, divisive, hypocrite",1,0
406045,,1,0
406052,,1,0
406054,,1,0
406060,"so many! Support of Trump, abortion, LGBT,healthcare,etc.",1,0
406070,Obstructionist,1,0
406082,religious right and abuse of power,1,0
406102,,1,0
406105,obstructionist & low tax on rich won't work,1,0
406108,They don't take care of vets. They have ruined the economy.,1,0
406119,Big business and taking away women's right to choose.,1,0
406133,,1,0
406136,I don't like thier views,1,0
406141,anti abortion stance/war monitoring/ ANTI GAY BS,1,0
406142,"Radical, Untrustworthy, out of touch",1,0
406144,NRA SUBMISSION,1,0
406193,"racism, against non-whites",1,0
406196,donald trump,1,0
406198,Racists,1,0
406204,,1,0
406217,Congress refuse to work,1,0
406224,,1,0
406237,,1,0
406243,,1,0
406245,,1,0
406248,They are behind the time and seem to be moving backwards.,1,0
406254,,1,0
406258,They can be a little selfish and just care about the rich,1,0
406263,"Their stance on healthcare, foreigh policy, the economy",1,0
406266,"Inequality, wasteful spending",1,0
406269,Bully & condescending personality; no political experience,1,0
406280,,1,0
406284,Partisan,1,0
406285,"WAR,ECONOMIC,TAX,ENVIRONMENT,HEALTH",1,0
406291,,1,0
406306,Tea party,1,0
406307,Money hungry,1,0
406320,,1,0
406322,poor choice for presidential candidate,1,0
406325,,1,0
406333,,1,0
406344,No rights or women,1,0
406348,,1,0
406353,,1,0
406360,cut taxes in half but double military spending? guns; lbgtq,1,0
406361,THEIR UNWILLINGNESS TO WORK WITH OUR PRESIDENT,1,0
406366,Racially charged ideas,1,0
406370,,1,0
406377,They are self-serving and beholden to big business.,1,0
406383,Social policies,1,0
406384,"corporate/wealthy agenda, CURRENT govt in religion/personal",1,0
406394,That they would even allow Trump to run,1,0
406410,,1,0
406412,their view on taxes,1,0
406415,Backing Trump; against single payer healthcare.,1,0
406423,rigged two party system.,1,0
406448,They are morally bankrupt elitists,1,0
406467,"Hypocrisy, social issues, racism, wealthy greed, obstruction",1,0
406489,"economic policy, authoritarian social views",1,0
406490,they seem to perpetuate the haves/have nots status quo,1,0
406492,too ideological,1,0
406501,,1,0
406506,Obstructionist congress; lack of standing up to Trump,1,0
406507,Regressive social and economic policy positions,1,0
406513,Stubborn MORONS,1,0
406519,,1,0
406526,,1,0
406527,They are not willing to negoiate,1,0
406541,it's focus is the upper class/rich not people of color,1,0
406542,,1,0
406543,They allow the rich to get richer they allow police to kill,1,0
406550,"Supply side economics, reduce or eliminate inheritance tax,",1,0
406551,"Old, dated ideologies that aren't fit for our modern world",1,0
406553,failed to support of almost all of Obama's agenda,1,0
406554,Everything they stand for these days,1,0
406569,they are all politicians,1,0
406586,PREJUDICE TO BLACKS IN GENERAL,1,0
406605,the people in it,1,0
406613,,1,0
406615,they are divided,1,0
406620,All they think bout rich an middle class peoples,1,0
406624,"Does not represent my interests, is bigoted",1,0
406625,,1,0
406629,they never wanted a black man in the,1,0
406641,,1,0
406650,,1,0
406654,,1,0
406663,Pay your damn taxes,1,0
406665,Thinks private enterprise is the answer to everything,1,0
406672,"Against Planned Parent Hood, Womens Rights",1,0
406675,"View on gun control, abortion, and budget",1,0
406678,more consurned about big compenys,1,0
406681,Party is very one-sided it doesn't seek to help ALL the ppl,1,0
406682,"I left R party, distasteful attitudes",1,0
406685,"Obstruction, hatred and arrogance",1,0
406686,ok,1,0
406695,,1,0
406702,,1,0
406706,trump,1,0
406725,,1,0
406726,,1,0
406730,,1,0
406731,Seem to block support for families.,1,0
406738,Arrogance,1,0
406739,"their views on health insurance, taxes college loans, and as",1,0
406743,Donald Trump,1,0
406750,NO BACK BONES,1,0
406751,Extreme bipartisanship,1,0
406774,"social issues, esp gay rights and women's rights",1,0
406775,long term damage to the world & world relations,1,0
406780,Lack of compassion,1,0
406782,geared towards the rich,1,0
406788,Mucho racismo,1,0
406792,Disposition; Policies created,1,0
406793,Not in line with the country's needs,1,0
406794,not caring about people,1,0
406799,"Towing a racist, sexist, classist line.",1,0
406808,"have become ridiculous, extreme right wing , unreasonable",1,0
406817,,1,0
406820,,1,0
406839,,1,0
406840,Failure to compromise with Obama to pass needed legislation,1,0
406854,The Republicaan Party seens to be splitting into several gro,1,0
406857,Their lack of cooperation with Barack Obama,1,0
406862,,1,0
406863,control of candidates,1,0
406864,We need gun control.,1,0
406873,"the gridlock in congress,and not voting for background check",1,0
406874,"Too much big money, emphasis on wealth",1,0
406878,,1,0
406885,No heart,1,0
406888,They only promote the rich and their agenda,1,0
406891,tends to fuel racism and sexism lacks human rights,1,0
406896,Against gays and women's rights.,1,0
406909,Conservative ideologies regarding social issues,1,0
406917,seem to hard nosed about gay marriage,1,0
406919,don't support abortion rights,1,0
406924,,1,0
406930,They are for the rich and their tax breaks!,1,0
406933,TOO MANY THINGS TO LIST,1,0
406940,for the wealthy american,1,0
406948,unable to compromise and move anything forward,1,0
406950,"economic policies, pro gun, anti choice, science deniers",1,0
406951,"human rights (gay, religion), views on taxes, federal budget",1,0
406953,,1,0
406958,"HATRED, CULTIVATING CULTURE OF FEAR",1,0
406960,not listening to any point about gun control,1,0
406972,Conservative,1,0
406975,,1,0
